Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1330","QY488_06525",,"Q9I484","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"4-hydroxyproline ABC transporter, substrate-binding protein","the atp-binding cassette (abc) superfamily.","3.A.1.3.21",,100,100,100,"1e-154"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1140","QY488_05595",,"VFG001239","Pseudomonas aeruginosa PAO1","flgF","Flagellar basal-body rod protein FlgF",,"Adherence,Motility",,100,100,100,"1e-138"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.3277","QY488_16070",,"VFG000176","Pseudomonas aeruginosa PAO1","xcpX","General secretion pathway protein K",,"Secretion system,Type II secretion system",,100,100,100,"1e-190"
"K-mer Search","Antibiotic Resistance","PATRIC","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.4435","QY488_21810",,,,"MexHI-OpmD","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexI of MexHI-OpmD system","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexI of MexHI-OpmD system","efflux pump conferring antibiotic resistance","12177331",,,,
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1535","QY488_07520",,"VFG014629","Pseudomonas aeruginosa PAO1","fliA","RNA polymerase sigma factor for flagellar operon",,"",,100,100,100,"1e-137"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1811","QY488_08870",,"VFG000212","Pseudomonas aeruginosa PAO1","pscD","Type III secretion inner membrane protein (YscD,homologous to flagellar export components)",,"Secretion system,Type III secretion system",,100,100,100,"1e-248"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.2535","QY488_12385",,"VFG000160","Pseudomonas aeruginosa PAO1","pvdE","PvdE, pyoverdine ABC export system, fused ATPase and permease components",,"Iron uptake,Siderophore,Pigment",,100,100,100,"1e-314"
"K-mer Search","Antibiotic Resistance","PATRIC","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.4364","QY488_21460",,,,"OccK4/OpdL","Outer membrane low permeability porin, OprD family => OccK4/OpdL","Outer membrane low permeability porin, OprD family => OccK4/OpdL","protein modulating permeability to antibiotic","22272184",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.3883","QY488_19080",,,,"MexJK-OprM/OpmH","Multidrug efflux system, membrane fusion component => MexJ of MexJK-OprM/OpmH system","Multidrug efflux system, membrane fusion component => MexJ of MexJK-OprM/OpmH system","efflux pump conferring antibiotic resistance","12193619",,,,
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.5302","QY488_26200",,"P34750","P34750","xcpA","Type IV pilus biogenesis protein PilQ",,"1.B.22.2.1","10984043;7901733",100,100,100,"0.0"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.2564","QY488_12525",,"VFG000162","Pseudomonas aeruginosa PAO1","pvdS","Sigma factor PvdS, controling pyoverdin biosynthesis",,"Iron uptake,Siderophore,Pigment",,100,100,100,"1e-102"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.4449","QY488_21880",,"P42512","Pseudomonas aeruginosa","fptA","Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore","the outer membrane receptor (omr) family.","1.B.14.1.8","10984043;8288523",100,100,100,"0.0"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.419","QY488_02030",,"VFG001224","Pseudomonas aeruginosa PAO1","pilU","Type IV pilus assembly ATPase component PilU",,"Adherence,Twitching motility",,100,100,100,"1e-218"
"BLAT","Virulence Factor","Victors","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.985","QY488_04835",,"15596131","Pseudomonas aeruginosa PAO1","relA","Inactive (p)ppGpp 3'-pyrophosphohydrolase domain / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I",,"","15385461",100,100,100,"0.0"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.2388","QY488_11665",,"VFG044080","Pseudomonas aeruginosa PAO1","pvcB","PvcB protein, related to amino acid oxidizing enzymes",,"",,100,100,100,"1e-175"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.5523","QY488_27315",,"VFG000118","Pseudomonas aeruginosa PAO1","algQ","Alginate regulatory protein AlgQ, positive transcriptional regulator of AlgD",,"Antiphagocytosis,Serum resistance",,100,100,100,"6e-90"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.4607","QY488_22705",,"Q9HW27","Pseudomonas aeruginosa","mexW","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexW of MexVW-OprM system","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.33","10984043",100,100,100,"0.0"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1794","QY488_08785",,"VFG000195","Pseudomonas aeruginosa PAO1","pcr2","Type III secretion chaperone SycN",,"Secretion system,Type III secretion system",,100,100,100,"8e-66"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.3335","QY488_16370",,"VFG000138","Pseudomonas aeruginosa PAO1","wzy","Oligosaccharide repeat unit polymerase Wzy",,"Adherence,Endotoxin",,100,100,100,"1e-252"
"BLAT","Drug Target","DrugBank","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.5435","QY488_26875",,"P13981","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","arcA","Arginine deiminase (EC 3.5.3.6)","L-CYSTEIN-S-1-(IMINOMETHYL)-L-ORNITHINE","Drug target",,100,100,100,"1e-248"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.4783","QY488_23600",,"VFG001214","Pseudomonas aeruginosa PAO1","pilR","Type IV fimbriae expression regulatory protein PilR",,"Adherence,Twitching motility",,100,100,100,"1e-254"
"K-mer Search","Antibiotic Resistance","PATRIC","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.2635","QY488_12870",,,,"MexEF-OprN system","Multidrug efflux system, outer membrane factor lipoprotein => OprN of MexEF-OprN system","Multidrug efflux system, outer membrane factor lipoprotein => OprN of MexEF-OprN system","efflux pump conferring antibiotic resistance","9044268",,,,
"BLAT","Virulence Factor","Victors","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1061","QY488_05210",,"15596206","Pseudomonas aeruginosa PAO1","PA1009","Glycine cleavage system transcriptional antiactivator GcvR",,"","14641575",100,100,100,"1e-104"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.892","QY488_04360",,"VFG000157","Pseudomonas aeruginosa PAO1","plcH","Phospholipase C (EC 3.1.4.3) => hemolytic PlcH",,"Toxin,Membrane-damaging,Phospholipase",,100,100,100,"0.0"
"BLAT","Virulence Factor","Victors","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.5597","QY488_27680",,"15600520","Pseudomonas aeruginosa","PA5327","Oxidoreductase, FAD-binding",,"","14641575",100,95,100,"1e-262"
"BLAT","Drug Target","TTD","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.5523","QY488_27315",,"TTDR00328",,"rsd","Alginate regulatory protein AlgQ, positive transcriptional regulator of AlgD",,"",,100,100,100,"6e-90"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.4289","QY488_21095",,"Q9HWW1","Pseudomonas aeruginosa","oprG","Outer membrane protein W precursor","the bacterial porin, ompw (ompw) family.","1.B.39.1.3","10984043",100,100,100,"1e-135"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.5248","QY488_25940",,"VFG000141","Pseudomonas aeruginosa PAO1","waaA","3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13)",,"Adherence,Endotoxin",,100,100,100,"1e-248"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1785","QY488_08740",,"VFG000186","Pseudomonas aeruginosa PAO1","pscT","Type III secretion inner membrane protein (YscT,HrcT,SpaR,EscT,EpaR1,homologous to flagellar export components)",,"Secretion system,Type III secretion system",,100,100,100,"1e-143"
"BLAT","Virulence Factor","Victors","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.5764","QY488_28520",,"116053639","Pseudomonas aeruginosa UCBPP-PA14 ","dsbA","Periplasmic thiol:disulfide interchange protein DsbA",,"","18591226",100,100,100,"1e-120"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.2534","QY488_12380",,"VFG016016","Pseudomonas aeruginosa PAO1","pvdF","Pyoverdine synthetase PvdF, N5-hydroxyornithine formyltransferase",,"",,100,100,100,"1e-160"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1873","QY488_09170",,"P13794","Pseudomonas aeruginosa","oprF","Nonspecific porin and structural outer membrane protein OprF","the ompa-ompf porin (oop) family.","1.B.6.1.2","10984043;2447060",100,100,100,"1e-205"
"BLAT","Virulence Factor","Victors","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.3147","QY488_15420",,"15598168","Pseudomonas aeruginosa PAO1","PA2972","Maf-like protein YceF",,"","14641575",100,100,100,"1e-103"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.2533","QY488_12375",,"VFG016005","Pseudomonas aeruginosa PAO1","pvdO","PvdO, pyoverdine responsive serine/threonine kinase (predicted by OlgaV)",,"",,100,100,100,"1e-174"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1798","QY488_08805",,"VFG000199","Pseudomonas aeruginosa PAO1","pcrR","Type III secretion low calcium response protein (LcrR)",,"Secretion system,Type III secretion system",,100,100,100,"5e-81"
"BLAT","Antibiotic Resistance","CARD","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.4435","QY488_21810",,"NP_252896.1","Pseudomonas aeruginosa PAO1","mexI","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexI of MexHI-OpmD system",,"efflux pump conferring antibiotic resistance",,100,100,100,"0.0"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.4678","QY488_23070",,"VFG014984","Pseudomonas aeruginosa PAO1","algW","Outer membrane stress sensor protease DegS",,"",,100,100,100,"1e-221"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1528","QY488_07485",,"VFG001261","Pseudomonas aeruginosa PAO1","fliR","Flagellar biosynthesis protein FliR",,"Adherence,Motility",,100,100,100,"1e-140"
"BLAT","Drug Target","DrugBank","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.4650","QY488_22925",,"Q51504","Pseudomonas aeruginosa","pbpB","Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)","Cloxacillin;Cefepime;Doripenem;Ceftolozane","Drug target",,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","NDARO","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.4346","QY488_21370",,"WP_003113011.1","Pseudomonas",,"Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) => APH(3')-II/APH(3')-XV","MULTISPECIES: aminoglycoside O-phosphotransferase APH(3')-IIb","",,100,100,100,"1e-155"
"BLAT","Drug Target","DrugBank","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.5178","QY488_25595",,"P00282","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","azu","Azurin","S-Hydroxycysteine;Delta-Bis(2,2'-Bipyridine)Imidazole Ruthenium (Ii);4,7-Dimethyl-[1,10]Phenanthroline;Lambda-Bis(2,2'-Bipyridine)Imidazole Osmium (Ii);Tris-Hydroxymethyl-Methyl-Ammonium;Tetra(Imidazole)Diaquacopper (Ii);Lambda-Bis(2,2'-Bipyridine)Imidazole Ruthenium (Ii);1-[Pyrrol-1-Yl-2,5-Dione-Methoxymethyl]-Pyrrole-2,5-Dione;(1,10 Phenanthroline)-(Tri-Carbon Monoxide) Rhenium (I);Tetra(Imidazole)Diaquacopper (I);Delta-Bis(2,2'-Bipyridine)Imidazole Osmium (Ii);1,1'-HEXANE-1,6-DIYLBIS(1H-IMIDAZOLE)","Drug target",,100,100,100,"1e-80"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.3644","QY488_17910",,"O85763","Pseudomonas putida",,"Alkanesulfonate ABC transporter substrate-binding protein SsuA","the atp-binding cassette (abc) superfamily.","3.A.1.17.2","10361295;10781557;12835925",90,90,85,"1e-142"
"BLAT","Drug Target","DrugBank","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.3930","QY488_19315",,"P14756","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","lasB","Vibriolysin, extracellular zinc protease (EC 3.4.24.25) @ Pseudolysin, extracellular zinc protease (EC 3.4.24.26)","N-(1-Carboxy-3-Phenylpropyl)Phenylalanyl-Alpha-Asparagine","Drug target",,100,100,100,"1e-296"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1784","QY488_08735",,"VFG000185","Pseudomonas aeruginosa PAO1","pscU","Type III secretion inner membrane protein (YscU,SpaS,EscU,HrcU,SsaU, homologous to flagellar export components)",,"Secretion system,Type III secretion system",,100,100,100,"1e-193"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.98","QY488_00475",,"VFG002073","Pseudomonas aeruginosa PAO1","hsiF1","T6SS lysozyme-like component TssE",,"Secretion system,Type VI secretion system",,100,100,100,"7e-91"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.3924","QY488_19285",,"Q9HXS3","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Uncharacterized MFS-type transporter","the major facilitator superfamily (mfs).","2.A.1.3.66",,100,100,100,"1e-232"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.4785","QY488_23610",,"VFG001215","Pseudomonas aeruginosa PAO1","fimT","Type IV fimbrial biogenesis protein FimT",,"Adherence,Twitching motility",,100,100,100,"3e-94"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.419","QY488_02030",,"Q51532","Pseudomonas aeruginosa","pilU","Type IV pilus assembly ATPase component PilU","the outer membrane protein secreting main terminal branch (mtb) family.","3.A.15.2.1","10984043;1676385;1898929;1971619;2997119;7565109;7854122;7854130;8057924;8330261;8340405;8682785;8845350;9224881;9668097",100,100,100,"1e-218"
"BLAT","Antibiotic Resistance","CARD","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.167","QY488_00815",,"NP_248846.1","Pseudomonas aeruginosa PAO1","TriA","Multidrug efflux system, membrane fusion component => TriA of TriABC-OpmH system",,"efflux pump conferring antibiotic resistance",,100,100,100,"1e-213"
"BLAT","Antibiotic Resistance","CARD","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.3757","QY488_18460",,"NP_252244","Pseudomonas aeruginosa PAO1","arnA","UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)",,"",,100,100,100,"0.0"
"BLAT","Drug Target","DrugBank","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.893","QY488_04365",,"Q9I596","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","cerN","hypothetical protein","N-[(1R,2R,3E)-2-hydroxy-1-(hydroxymethyl)heptadec-3-en-1-yl]acetamide","Drug target",,100,100,100,"0.0"
"BLAT","Drug Target","DrugBank","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.164","QY488_00800",,"P00437","Pseudomonas putida","pcaH","Protocatechuate 3,4-dioxygenase beta chain (EC 1.13.11.3)","2-(3,4-Dihydroxyphenyl)Acetic Acid","Drug target",,96,96,81,"1e-116"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.3216","QY488_15760",,"V6ACX2","Pseudomonas aeruginosa MH27","opdQ","Outer membrane low permeability porin, OprD family => OccK6/OpdQ","the outer membrane porin (opr) family.","1.B.25.1.34",,100,100,100,"1e-250"
"BLAT","Virulence Factor","Victors","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.3942","QY488_19375",,"15598930","Pseudomonas aeruginosa PAO1 ","thrC","Threonine synthase (EC 4.2.3.1)",,"","14641575",100,100,100,"1e-275"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.5417","QY488_26780",,"Q9HU31","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)","the atp-binding cassette (abc) superfamily.","3.A.1.3.23",,100,100,100,"1e-142"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.2562","QY488_12515",,"VFG016058","Pseudomonas aeruginosa PAO1","pvdL","Pyoverdine chromophore precursor synthetase PvdL @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",,"",,100,100,100,"0.0"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1527","QY488_07480",,"VFG001260","Pseudomonas aeruginosa PAO1","fliQ","Flagellar biosynthesis protein FliQ",,"Adherence,Motility",,100,100,100,"4e-42"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1146","QY488_05625",,"VFG001245","Pseudomonas aeruginosa PAO1","flgL","Flagellar hook-associated protein FlgL",,"Adherence,Motility",,100,100,100,"1e-249"
"BLAT","Virulence Factor","PATRIC_VF","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.5200","QY488_25715",,"S4595","Shigella flexneri 2a str. 2457T","hfq","RNA-binding protein Hfq",,"Regulation of gene expression","19476612",66,82,92,"2e-28"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.2539","QY488_12405",,"VFG016041","Pseudomonas aeruginosa PAO1","pvdI","Pyoverdine sidechain non-ribosomal peptide synthetase PvdI @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",,"",,100,100,100,"0.0"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1984","QY488_09705",,"Q9I2M1","Pseudomonas aeruginosa",,"Type I secretion system ATPase, LssB family LapB","the atp-binding cassette (abc) superfamily.","3.A.1.109.4","10984043",100,100,100,"0.0"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.2425","QY488_11845",,"Q51485","Pseudomonas aeruginosa","oprB","Carbohydrate-selective porin OprB","the glucose-selective oprb porin (oprb) family.","1.B.19.1.1","10984043;2450582;7768797;8125108;8132494",95,96,98,"1e-263"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.89","QY488_00435",,"VFG002065","Pseudomonas aeruginosa PAO1","hsiJ1","T6SS component TssK (ImpJ/VasE)",,"Secretion system,Type VI secretion system",,100,100,100,"1e-258"
"K-mer Search","Antibiotic Resistance","PATRIC","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.2190","QY488_10700",,,,"EF-G","Translation elongation factor G","Translation elongation factor G","antibiotic target in susceptible species","17980694",,,,
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1817","QY488_08900",,"VFG000218","Pseudomonas aeruginosa PAO1","pscJ","Type III secretion bridge between inner and outermembrane lipoprotein (YscJ,HrcJ,EscJ, PscJ)",,"Secretion system,Type III secretion system",,100,100,100,"1e-134"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.5303","QY488_26205",,"VFG001219","Pseudomonas aeruginosa PAO1","pilP","Type IV pilus biogenesis protein PilP",,"Adherence,Twitching motility",,100,100,100,"2e-95"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.975","QY488_04785",,"V6AJ90","Pseudomonas aeruginosa MH27",,"Predicted hydrolase of alkaline phosphatase superfamily","the enterobacterial cardiolipin transporter (clt) family.","2.A.127.1.3",,100,100,99,"0.0"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.2013","QY488_09845",,"VFG015515","Pseudomonas aeruginosa PAO1","phzE1","2-Amino-2-deoxy-isochorismate synthase (EC 2.6.1.86) PhzE",,"",,100,100,100,"0.0"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.235","QY488_01135",,"Q9I6R8","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"D-serine/D-alanine/glycine transporter","the amino acid-polyamine-organocation (apc) family.","2.A.3.3.19",,100,100,100,"1e-270"
"BLAT","Drug Target","DrugBank","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.947","QY488_04625",,"P80357","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","astA","Arginine N-succinyltransferase, alpha subunit (EC 2.3.1.109)","Formic Acid","Drug target",,100,100,100,"1e-192"
"K-mer Search","Antibiotic Resistance","PATRIC","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.5423","QY488_26810",,,,"EmrAB-TolC","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA","efflux pump conferring antibiotic resistance","1409590",,,,
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1787","QY488_08750",,"VFG000188","Pseudomonas aeruginosa PAO1","pscR","Type III secretion inner membrane protein (YscR,SpaR,HrcR,EscR,homologous to flagellar export components)",,"Secretion system,Type III secretion system",,100,100,100,"1e-118"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.3855","QY488_18940",,"VFG015000","Pseudomonas aeruginosa PAO1","mucP","Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage",,"",,100,100,100,"1e-259"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.449","QY488_02175",,"P52477","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","mexA","Multidrug efflux system, membrane fusion component => MexA of MexAB-OprM","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.6","10187844;10984043;15253424;7968531;8226684;8540696;9603892;9989496",100,100,100,"1e-213"
"BLAT","Transporter","TCDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.3371","QY488_16545",,"Q88P36","Pseudomonas putida (strain KT2440)",,"Glucose ABC transport system, inner membrane component 2","the atp-binding cassette (abc) superfamily.","3.A.1.1.30","12534463",96,96,82,"1e-129"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.4458","QY488_21925",,"VFG000170","Pseudomonas aeruginosa PAO1","pchB","Isochorismate pyruvate-lyase (EC 4.2.99.21) [pyochelin] siderophore @ Isochorismate pyruvate-lyase (EC 4.2.99.21) of siderophore biosynthesis",,"Iron uptake,Siderophore",,100,100,100,"1e-52"
"BLAT","Virulence Factor","VFDB","Pseudomonas aeruginosa PAO1","fig|208964.933.peg.1534","QY488_07515",,"VFG001265","Pseudomonas aeruginosa PAO1","fleN","Flagellar synthesis regulator FleN",,"Adherence,Motility",,100,100,100,"1e-155"
