Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O174:H8 str. 04-3038,fig|1446704.3.peg.1843,BW70_05050,,SL1344_1766,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,Cold shock protein of CSP family => CspC (naming convention as in E.coli),,Virulence,16518469,100,100,100,2.00E-33
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain fosA_Ecoli_1,fig|562.50967.peg.2447,,,BWG_0839,Escherichia coli BW2952,gfcA,Threonine-rich inner membrane protein GfcA,,Capsule,16030220,100,100,100,2.00E-49
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ICBEC2AM,fig|562.15110.peg.3261,BW691_21165,,SL1344_1766,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,Cold shock protein of CSP family => CspC (naming convention as in E.coli),,Virulence,16518469,100,100,100,2.00E-33
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli BW25113 strain not applicable,fig|679895.112.peg.658,JQK35_03180,,SL1344_0617,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,cspE,Cold shock protein of CSP family => CspE (naming convention as in E.coli),,Virulence,16518469,98,100,98,2.00E-32
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli008,fig|562.39484.peg.2699,BANRA_02305,,BWG_0834,Escherichia coli BW2952,etp,Low molecular weight protein-tyrosine-phosphatase (EC 3.1.3.48) => Etp,,Capsule,16030220,100,100,100,2.00E-80
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O55:H7 str. 06-3555,fig|1446745.3.peg.2222,BW89_14035,,SL1344_1766,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,Cold shock protein of CSP family => CspC (naming convention as in E.coli),,Virulence,16518469,100,100,100,2.00E-33
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O26:H11 str. 05-3646,fig|1446500.3.peg.3377,BW68_22035,,c4914,Escherichia coli CFT073,,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,98,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O26:H11 str. 06-3464,fig|1446711.3.peg.3576,BW86_21140,,c4914,Escherichia coli CFT073,,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,98,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O121:H19 str. 03-3227,fig|1446552.3.peg.438,BW77_22250,,c4914,Escherichia coli CFT073,,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,98,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli021,fig|562.39496.peg.3236,BANRA_02901,,BWG_0835,Escherichia coli BW2952,gfcE,Putative polysaccharide export protein YccZ precursor,,Capsule,16030220,22,94,100,6.00E-43
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli020,fig|562.39495.peg.4411,BANRA_04223,,BWG_0839,Escherichia coli BW2952,gfcA,Threonine-rich inner membrane protein GfcA,,Capsule,16030220,100,100,98,3.00E-48
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli018,fig|562.39494.peg.2105,BANRA_01594,,BWG_0837,Escherichia coli BW2952,gfcC,Uncharacterized protein GfcC,,Capsule,16030220,100,100,99,1.00E-142
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O45:H2 str. 01-3147,fig|1446740.3.peg.1750,BW74_11355,,SL1344_0617,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,Cold shock protein of CSP family => CspE (naming convention as in E.coli),,Virulence,16518469,98,100,98,2.00E-32
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli019,fig|562.39506.peg.1828,BANRA_01773,,BWG_0838,Escherichia coli BW2952,gfcB,Uncharacterized lipoprotein YmcC precursor,,Capsule,16030220,100,100,100,1.00E-121
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O145:NM str. 06-3484,fig|1446585.3.peg.1241,BW87_02150,,c4914,Escherichia coli CFT073,,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,99,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli S20_ecoli,fig|562.131957.peg.4260,LVK59_22435,,BWG_0835,Escherichia coli BW2952,gfcE,Putative polysaccharide export protein YccZ precursor,,Capsule,16030220,100,100,100,1.00E-218
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli003,fig|562.39479.peg.3641,BANRA_03294,,BWG_0833,Escherichia coli BW2952,etk,Tyrosine-protein kinase (EC 2.7.10.2),,Capsule,16030220,100,100,99,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O28ac:NM str. 02-3404,fig|1446737.3.peg.3272,BW76_04865,,SL1344_0617,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,Cold shock protein of CSP family => CspE (naming convention as in E.coli),,Virulence,16518469,98,100,98,2.00E-32
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain H9Ecoli,fig|562.28991.peg.1302,DEF50_06425,,BWG_0834,Escherichia coli BW2952,etp,Low molecular weight protein-tyrosine-phosphatase (EC 3.1.3.48) => Etp,,Capsule,16030220,100,100,99,5.00E-80
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O79:H7 str. 06-3501,fig|1446760.3.peg.4556,BW88_18565,,SL1344_1766,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,Cold shock protein of CSP family => CspC (naming convention as in E.coli),,Virulence,16518469,100,100,100,2.00E-33
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli S18_ecoli,fig|562.131955.peg.4547,LVK60_22330,,BWG_0834,Escherichia coli BW2952,etp,Low molecular weight protein-tyrosine-phosphatase (EC 3.1.3.48) => Etp,,Capsule,16030220,100,100,99,7.00E-80
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli019,fig|562.39506.peg.1829,BANRA_01774,,BWG_0839,Escherichia coli BW2952,gfcA,Threonine-rich inner membrane protein GfcA,,Capsule,16030220,100,100,100,2.00E-49
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli Ecoli-12-1,fig|562.112640.peg.4489,OHD53_19795,,BWG_0837,Escherichia coli BW2952,gfcC,Uncharacterized protein GfcC,,Capsule,16030220,100,100,98,1.00E-140
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain E.coli C142,fig|562.31003.peg.4644,,,BWG_0835,Escherichia coli BW2952,gfcE,Putative polysaccharide export protein YccZ precursor,,Capsule,16030220,64,99,100,1.00E-135
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O81:NM str. 02-3012,fig|1446761.3.peg.149,BW75_08975,,SL1344_1766,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,Cold shock protein of CSP family => CspC (naming convention as in E.coli),,Virulence,16518469,100,100,100,2.00E-33
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli KU_Poultry_13_Ecoli,fig|562.107099.peg.974,NDK41_04675,,BWG_0839,Escherichia coli BW2952,gfcA,Threonine-rich inner membrane protein GfcA,,Capsule,16030220,99,99,100,8.00E-49
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli S33_ecoli,fig|562.131954.peg.1272,LVK52_12115,,BWG_0833,Escherichia coli BW2952,etk,Tyrosine-protein kinase (EC 2.7.10.2),,Capsule,16030220,100,100,99,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain E.coli C158,fig|562.31004.peg.350,,,BWG_0837,Escherichia coli BW2952,gfcC,Uncharacterized protein GfcC,,Capsule,16030220,100,100,100,1.00E-142
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli012,fig|562.39488.peg.4422,BANRA_03968,,BWG_0836,Escherichia coli BW2952,gfcD,Uncharacterized lipoprotein GfcD,,Capsule,16030220,100,100,99,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli008,fig|562.39484.peg.2696,BANRA_02302,,BWG_0837,Escherichia coli BW2952,gfcC,Uncharacterized protein GfcC,,Capsule,16030220,100,100,100,1.00E-142
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O118:H16 str. 06-3256,fig|1446545.3.peg.3395,BW84_24670,,c4914,Escherichia coli CFT073,,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,98,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli023,fig|562.39498.peg.742,BANRA_00654,,BWG_0837,Escherichia coli BW2952,gfcC,Uncharacterized protein GfcC,,Capsule,16030220,100,100,99,1.00E-142
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli021,fig|562.39496.peg.3232,BANRA_02897,,BWG_0839,Escherichia coli BW2952,gfcA,Threonine-rich inner membrane protein GfcA,,Capsule,16030220,100,100,98,3.00E-48
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli006,fig|562.39482.peg.870,BANRA_00635,,BWG_0835,Escherichia coli BW2952,gfcE,Putative polysaccharide export protein YccZ precursor,,Capsule,16030220,87,100,100,1.00E-190
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli024,fig|562.39499.peg.3082,BANRA_02739,,BWG_0838,Escherichia coli BW2952,gfcB,Uncharacterized lipoprotein YmcC precursor,,Capsule,16030220,100,100,100,1.00E-121
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli021,fig|562.39496.peg.3237,BANRA_02902,,BWG_0835,Escherichia coli BW2952,gfcE,Putative polysaccharide export protein YccZ precursor,,Capsule,16030220,75,100,100,1.00E-163
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain XH993,fig|562.70615.peg.4671,BW158_26055,,c4914,Escherichia coli CFT073,yijP,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,98,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O157:H7 str. 06-3745,fig|1446609.3.peg.1447,BW92_04860,,SL1344_1766,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,Cold shock protein of CSP family => CspC (naming convention as in E.coli),,Virulence,16518469,100,100,100,2.00E-33
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain fosA_Ecoli_1,fig|562.50967.peg.2444,,,BWG_0836,Escherichia coli BW2952,gfcD,Uncharacterized lipoprotein GfcD,,Capsule,16030220,100,100,100,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli022,fig|562.39497.peg.2289,BANRA_01524,,BWG_0839,Escherichia coli BW2952,gfcA,Threonine-rich inner membrane protein GfcA,,Capsule,16030220,100,100,100,2.00E-49
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli027,fig|562.39502.peg.3076,BANRA_02355,,BWG_0836,Escherichia coli BW2952,gfcD,Uncharacterized lipoprotein GfcD,,Capsule,16030220,100,100,99,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain E.coli C158,fig|562.31004.peg.348,,,BWG_0835,Escherichia coli BW2952,gfcE,Putative polysaccharide export protein YccZ precursor,,Capsule,16030220,100,100,100,1.00E-218
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli000,fig|562.39476.peg.838,BANRA_00583,,BWG_0833,Escherichia coli BW2952,etk,Tyrosine-protein kinase (EC 2.7.10.2),,Capsule,16030220,100,100,99,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli003,fig|562.39479.peg.3637,BANRA_03290,,BWG_0836,Escherichia coli BW2952,gfcD,Uncharacterized lipoprotein GfcD,,Capsule,16030220,40,92,99,1.00E-171
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O91:H14 str. 06-3691,fig|1446763.3.peg.3267,BW91_12965,,c4914,Escherichia coli CFT073,,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,98,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli Ecoli-12-1,fig|562.112640.peg.4488,OHD53_19790,,BWG_0836,Escherichia coli BW2952,gfcD,Uncharacterized lipoprotein GfcD,,Capsule,16030220,100,100,99,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain BW25113 frmA ihfA KO strain not applicable,fig|562.74692.peg.1929,J8Z29_09355,,SL1344_1766,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,cspC,Cold shock protein of CSP family => CspC (naming convention as in E.coli),,Virulence,16518469,100,100,100,2.00E-33
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain XH993,fig|562.70615.peg.3458,BW158_19815,,SL1344_0617,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,cspE,Cold shock protein of CSP family => CspE (naming convention as in E.coli),,Virulence,16518469,98,100,98,2.00E-32
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli002,fig|562.39477.peg.4059,BANRA_03826,,BWG_0836,Escherichia coli BW2952,gfcD,Uncharacterized lipoprotein GfcD,,Capsule,16030220,100,100,100,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain XH992,fig|562.70616.peg.573,BW707_02970,,c4914,Escherichia coli CFT073,yijP,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,98,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli S20_ecoli,fig|562.131957.peg.4256,LVK59_22415,,BWG_0839,Escherichia coli BW2952,gfcA,Threonine-rich inner membrane protein GfcA,,Capsule,16030220,99,99,100,8.00E-49
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli S25_ecoli,fig|562.131956.peg.4172,LVK58_21365,,BWG_0836,Escherichia coli BW2952,gfcD,Uncharacterized lipoprotein GfcD,,Capsule,16030220,100,100,98,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O45:H2 str. 01-3147,fig|1446740.3.peg.3273,BW74_19970,,SL1344_1766,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,Cold shock protein of CSP family => CspC (naming convention as in E.coli),,Virulence,16518469,100,100,100,2.00E-33
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O119:H4 str. 03-3458,fig|1446551.3.peg.1883,BW79_02190,,c4914,Escherichia coli CFT073,,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,99,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli019,fig|562.39506.peg.1827,BANRA_01772,,BWG_0837,Escherichia coli BW2952,gfcC,Uncharacterized protein GfcC,,Capsule,16030220,100,100,99,1.00E-142
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli017,fig|562.39493.peg.805,BANRA_00652,,BWG_0838,Escherichia coli BW2952,gfcB,Uncharacterized lipoprotein YmcC precursor,,Capsule,16030220,35,90,100,1.00E-36
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli013,fig|562.39489.peg.1683,BANRA_01307,,BWG_0837,Escherichia coli BW2952,gfcC,Uncharacterized protein GfcC,,Capsule,16030220,100,100,100,1.00E-142
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O103:H11 str. 04-3023,fig|1446501.3.peg.2194,BW69_10165,,c4914,Escherichia coli CFT073,,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,99,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain_Ecoli_008,fig|562.138906.peg.1832,,,BWG_0835,Escherichia coli BW2952,gfcE,Putative polysaccharide export protein YccZ precursor,,Capsule,16030220,79,80,81,1.00E-144
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli S25_ecoli,fig|562.131956.peg.4171,LVK58_21360,,BWG_0837,Escherichia coli BW2952,gfcC,Uncharacterized protein GfcC,,Capsule,16030220,100,100,98,1.00E-140
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ICBEC13AM,fig|562.15116.peg.546,BW690_13555,,SL1344_1766,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,Cold shock protein of CSP family => CspC (naming convention as in E.coli),,Virulence,16518469,100,100,100,2.00E-33
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O157:H7 str. 06-3745,fig|1446609.3.peg.3656,BW92_16565,,c4914,Escherichia coli CFT073,,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,98,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli K-12 BW25113,fig|83333.1916.peg.1929,IVL04_09350,,SL1344_1766,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,cspC,Cold shock protein of CSP family => CspC (naming convention as in E.coli),,Virulence,16518469,100,100,100,2.00E-33
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli S17_ecoli,fig|562.131960.peg.4624,LVK61_20855,,BWG_0834,Escherichia coli BW2952,etp,Low molecular weight protein-tyrosine-phosphatase (EC 3.1.3.48) => Etp,,Capsule,16030220,100,100,99,7.00E-80
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O118:H16 str. 06-3612,fig|1446546.3.peg.4466,BW90_27060,,SL1344_1766,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,Cold shock protein of CSP family => CspC (naming convention as in E.coli),,Virulence,16518469,100,100,100,2.00E-33
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli018,fig|562.39494.peg.2101,BANRA_01590,,BWG_0833,Escherichia coli BW2952,etk,Tyrosine-protein kinase (EC 2.7.10.2),,Capsule,16030220,100,100,100,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ICBEC13AM,fig|562.15116.peg.4918,BW690_28340,,c4914,Escherichia coli CFT073,,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,99,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain E.coli C158,fig|562.31004.peg.349,,,BWG_0836,Escherichia coli BW2952,gfcD,Uncharacterized lipoprotein GfcD,,Capsule,16030220,100,100,99,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O157:H7 str. 08-3527,fig|1446614.3.peg.2250,BW99_08610,,c4914,Escherichia coli CFT073,,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,98,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli BW25113,fig|562.128902.peg.4329,QCG47_21150,,SL1344_1766,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,cspC,Cold shock protein of CSP family => CspC (naming convention as in E.coli),,Virulence,16518469,100,100,100,2.00E-33
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli006,fig|562.39482.peg.868,BANRA_00633,,BWG_0833,Escherichia coli BW2952,etk,Tyrosine-protein kinase (EC 2.7.10.2),,Capsule,16030220,100,100,100,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli003,fig|562.39479.peg.3638,BANRA_03291,,BWG_0836,Escherichia coli BW2952,gfcD,Uncharacterized lipoprotein GfcD,,Capsule,16030220,56,99,99,1.00E-233
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli O121:H19 str. 06-3003,fig|1446553.3.peg.110,BW83_00520,,c4914,Escherichia coli CFT073,,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,98,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli015,fig|562.39491.peg.4733,BANRA_03442,,BWG_0835,Escherichia coli BW2952,gfcE,Putative polysaccharide export protein YccZ precursor,,Capsule,16030220,100,100,100,1.00E-218
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli strain ecoli017,fig|562.39493.peg.809,BANRA_00656,,BWG_0837,Escherichia coli BW2952,gfcC,Uncharacterized protein GfcC,,Capsule,16030220,100,100,100,1.00E-142
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli KU_Poultry_13_Ecoli,fig|562.107099.peg.968,NDK41_04645,,BWG_0833,Escherichia coli BW2952,etk,Tyrosine-protein kinase (EC 2.7.10.2),,Capsule,16030220,100,100,99,0
BLAT,Virulence Factor,PATRIC_VF,Escherichia coli BW25113,fig|562.128902.peg.1910,QCG47_09345,,c4914,Escherichia coli CFT073,yijP,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue",,Invasion,10456927,100,100,99,0
