Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.1017","ECIAI1_1028","VBIEscCol26572_1017","BWG_0839","Escherichia coli BW2952","ymcD","Threonine-rich inner membrane protein GfcA",,"Capsule","16030220",100,100,98,"3e-48"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3550","ECIAI1_3632","VBIEscCol26572_3550","P37626","Escherichia coli (strain K12)","yhiI","HlyD-like membrane fusion protein YhiI","the atp-binding cassette (abc) superfamily.","3.A.1.105.16",,100,100,98,"1e-193"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.67","ECIAI1_0066","VBIEscCol26572_0067","P31548","Escherichia coli","thiQ","Thiamin ABC transporter, ATPase component","the atp-binding cassette (abc) superfamily.","3.A.1.19.1","12175925;12664169;15919996;1630901;16738553;9278503;9535878",100,100,98,"1e-125"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.1062","ECIAI1_1074","VBIEscCol26572_1062","SL1344_1079","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","csgD","Transcriptional regulator CsgD for 2nd curli operon",,"Virulence","16518469",100,100,93,"1e-115"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.1267","ECIAI1_1281","VBIEscCol26572_1267","Z2550","Escherichia coli O157:H7 str. EDL933","trpB","Tryptophan synthase beta chain (EC 4.2.1.20)",,"Virulence","15731074",100,100,99,"1e-232"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.149","ECIAI1_0143","VBIEscCol26572_0149","110804200","Shigella flexneri 5 str. 8401 ","dksA","RNA polymerase-binding transcription factor DksA",,,"11500451",100,100,100,"1e-82"
"BLAT","Antibiotic Resistance","CARD","Escherichia coli IAI1","fig|585034.5.peg.1158","ECIAI1_1168","VBIEscCol26572_1158","CDO13981.1","Klebsiella pneumoniae","phoP","Transcriptional regulatory protein PhoP",,"antibiotic resistant gene variant or mutant;efflux pump conferring antibiotic resistance;gene altering cell wall charge conferring antibiotic resistance;gene modulating antibiotic efflux;polymyxin resistance gene",,100,100,92,"1e-115"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1218","ECIAI1_1230","VBIEscCol26572_1218","P61320","Escherichia coli","lolB","Outer membrane lipoprotein component of lipoprotein transport system LolB","the outer membrane lolab lipoprotein insertion apparatus (lolab) family.","1.B.46.1.1","11587539;11592971;11673422;11758943;12032293;12198129;12297303;12839983;12876347;1427085;16738553;7543480;7628437;7679718;8905232;9278503;9298646;9384574",100,100,100,"1e-121"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1860","ECIAI1_1888","VBIEscCol26572_1860","P69805","Escherichia coli","manZ","PTS system, mannose-specific IID component","the pts mannose-fructose-sorbose (man) family.","4.A.6.1.1","15919996;16079137;16738553;18723842;2951378;7811395;8131846;8676384;8774730;9074635;9097040;9278503;9298646",98,100,97,"1e-158"
"BLAT","Antibiotic Resistance","CARD","Escherichia coli IAI1","fig|585034.5.peg.1244","ECIAI1_1257","VBIEscCol26572_1244","NP_309766.1","Escherichia coli O157:H7 str. Sakai","hns","DNA-binding protein H-NS",,"efflux pump conferring antibiotic resistance;gene modulating antibiotic efflux",,100,100,100,"1e-70"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1645","ECIAI1_1667","VBIEscCol26572_1645","P0CE45","Escherichia coli (strain K12)","uidB","Glucuronide transporter UidB","the glycoside-pentoside-hexuronide (gph):cation symporter family.","2.A.2.3.1","15774881;3534890",100,100,99,"1e-262"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.692","ECIAI1_0696","VBIEscCol26572_0692","P0AC44","Escherichia coli (strain K12)","sdhD","Succinate dehydrogenase hydrophobic membrane anchor protein","'Atpenin A5;2-[1-METHYLHEXYL]-4,6-DINITROPHENOL;UBIQUINONE-2'","Drug target",,100,100,100,"4e-59"
"BLASTP","Human Homolog","Human","Escherichia coli IAI1","fig|585034.5.peg.693","ECIAI1_0697","VBIEscCol26572_0693","XP_005248386.1","Homo sapiens","sdhA","Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)",,,,87,98,52,"0.0"
"BLASTP","Human Homolog","Human","Escherichia coli IAI1","fig|585034.5.peg.3396","ECIAI1_3475","VBIEscCol26572_3396","NP_003312.3","Homo sapiens","tufA","Translation elongation factor Tu",,,,86,99,56,"2e-162"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.4263","ECIAI1_4394","VBIEscCol26572_4263","P39285","Escherichia coli (strain K12)","yjeP","Miniconductance mechanosensitive channel MscM","the small conductance mechanosensitive ion channel (mscs) family.","1.A.23.1.3","16738553;3042771;7610040;9278503",91,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","Escherichia coli IAI1","fig|585034.5.peg.3582","ECIAI1_3662","VBIEscCol26572_3582","BAE77781.1","Escherichia coli str. K-12 substr. W3110","mdtE","Multidrug efflux system MdtEF-TolC, membrane fusion component MdtE",,"'antibiotic resistance gene cluster; cassette; or operon;efflux pump conferring antibiotic resistance'",,91,100,100,"1e-196"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.1718","ECIAI1_1740","VBIEscCol26572_1718","16764714","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","ydiK","UPF0118 inner membrane protein YdiK",,,"16518469",99,100,89,"1e-194"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1721","ECIAI1_1744","VBIEscCol26572_1721","P76198","Escherichia coli (strain K12)","ydiN","Inner membrane transport protein YdiN","the major facilitator superfamily (mfs).","2.A.1.15.13","15919996;16738553;9278503",100,100,99,"1e-238"
"BLAT","Drug Target","TTD","Escherichia coli IAI1","fig|585034.5.peg.3948","ECIAI1_4064","VBIEscCol26572_3948","TTDR00932",,"engB","GTP-binding protein EngB",,,,50,100,100,"1e-116"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2939","ECIAI1_3002","VBIEscCol26572_2939","P67444","Escherichia coli (strain K12)","ygfO","Xanthine permease @ Xanthine:proton symporter XanQ","the nucleobase/ascorbate transporter (nat) or nucleobase:cation symporter-2 (ncs2) family.","2.A.40.4.3","15919996;16096267;16738553;18359771;19581302;9278503",100,100,99,"1e-261"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.1218","ECIAI1_1230","VBIEscCol26572_1218","P61320","Escherichia coli (strain K12)","lolB","Outer membrane lipoprotein component of lipoprotein transport system LolB","1-Methoxy-2-[2-(2-Methoxy-Ethoxy]-Ethane","Drug target",,100,100,100,"1e-121"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.3910","ECIAI1_4016","VBIEscCol26572_3910","P15043","Escherichia coli (strain K12)","recQ","ATP-dependent DNA helicase RecQ","Phosphothiophosphoric Acid-Adenylate Ester","Drug target",,99,99,99,"0.0"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.1723","ECIAI1_1746","VBIEscCol26572_1723","S1855","Shigella flexneri 2a str. 2457T","aroD","3-dehydroquinate dehydratase I (EC 4.2.1.10)",,"Cellular metabolism","8356844",100,100,98,"1e-134"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3579","ECIAI1_3659","VBIEscCol26572_3579","P0AET5","Escherichia coli","hdeD","Membrane transporter HdeD, H-NS repressed","the acid resistance membrane protein (hded) family.","9.B.36.1.1","15919996;16738553;8041620;8244952;8455549;9278503",100,100,100,"1e-101"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.1445","ECIAI1_1464","VBIEscCol26572_1445","P31992","Escherichia coli (strain K12)",,"Tautomerase PptA","(E)-2-Fluoro-P-Hydroxycinnamate;Benzoic Acid","Drug target",,97,100,100,"2e-36"
"BLAT","Drug Target","TTD","Escherichia coli IAI1","fig|585034.5.peg.92","ECIAI1_0089","VBIEscCol26572_0092","TTDR00030",,"murG","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)",,,,97,100,99,"1e-199"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2721","ECIAI1_2777","VBIEscCol26572_2721","P76630","Escherichia coli","ygaZ","Inner membrane protein YgaZ","the branched chain amino acid exporter (liv-e) family.","2.A.78.1.3","15919996;16738553;7730261;9205837;9278503",93,100,99,"1e-128"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.548","ECIAI1_0555","VBIEscCol26572_0548","P77239","Escherichia coli","cusB","Copper/silver efflux RND transporter, membrane fusion protein CusB","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.1.4","11004187;11283292;11399769;12813074;16738553;1711024;7984428;8905232;9278503",100,100,99,"1e-232"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.2735","ECIAI1_2791","VBIEscCol26572_2735","P0A7G9","Shigella flexneri","recA","RecA protein","Phosphoaminophosphonic Acid-Adenylate Ester","Drug target",,100,100,100,"1e-199"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.3862","ECIAI1_3962","VBIEscCol26572_3862","SL1344_3870","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","ppiC","Peptidyl-prolyl cis-trans isomerase PpiC (EC 5.2.1.8)",,"Virulence","16518469",98,98,94,"3e-44"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.462","ECIAI1_0468","VBIEscCol26572_0462","P77338","Escherichia coli","kefA","Mechanosensitive channel MscK","the small conductance mechanosensitive ion channel (mscs) family.","1.A.23.1.1","10202137;15919996;16738553;9278503",100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","Escherichia coli IAI1","fig|585034.5.peg.2260","ECIAI1_2295","VBIEscCol26572_2260","NP_416715.1","Escherichia coli str. K-12 substr. MG1655","yojI","ABC-type siderophore export system, fused ATPase and permease components",,"efflux pump conferring antibiotic resistance",,100,100,99,"0.0"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.965","ECIAI1_0977","VBIEscCol26572_0965","P75853","Escherichia coli (strain K12)","ssuA","Alkanesulfonate ABC transporter substrate-binding protein SsuA","the atp-binding cassette (abc) superfamily.","3.A.1.17.10",,100,100,99,"1e-178"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.447","ECIAI1_0453","VBIEscCol26572_0447","P0AAG5","Escherichia coli (strain K12)","mdlB","Efflux ABC transporter, permease/ATP-binding protein MdlB","the atp-binding cassette (abc) superfamily.","3.A.1.106.13",,100,100,99,"0.0"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.3622","ECIAI1_3703","VBIEscCol26572_3622","157159059","Escherichia coli E24377A","dppA","Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2) @ Dipeptide chemoreceptor",,,"17074858",96,100,100,"1e-312"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.353","ECIAI1_0361","VBIEscCol26572_0353","c0468","Escherichia coli CFT073","yaiX","hypothetical protein",,"Virulence","17074858",83,99,97,"1e-76"
"K-mer Search","Antibiotic Resistance","PATRIC","Escherichia coli IAI1","fig|585034.5.peg.3397","ECIAI1_3476","VBIEscCol26572_3397",,,"fusA","Translation elongation factor G",,"antibiotic target in susceptible species","17980694;19289529;19289529;17325218;19289529",,,,
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.3622","ECIAI1_3703","VBIEscCol26572_3622","c4361","Escherichia coli CFT073","dppA","Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2) @ Dipeptide chemoreceptor",,"Virulence","17074858",96,100,99,"1e-312"
"BLAT","Antibiotic Resistance","CARD","Escherichia coli IAI1","fig|585034.5.peg.3800","ECIAI1_3890","VBIEscCol26572_3800","AAC76733.1","Escherichia coli str. K-12 substr. MG1655","mdtL","Multidrug efflux pump MdtL (of MFS type)",,"efflux pump conferring antibiotic resistance",,100,100,99,"1e-218"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.886","ECIAI1_0900","VBIEscCol26572_0886","P0AE30","Escherichia coli","artM","Arginine ABC transporter, permease protein ArtM","the atp-binding cassette (abc) superfamily.","3.A.1.3.3","15919996;16738553;8501075;8801422;8905232;9278503;9298646;9600841",100,100,100,"1e-122"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.32","ECIAI1_0033","VBIEscCol26572_0032","Z0037","Escherichia coli O157:H7 str. EDL933","carA","Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)",,"Virulence","8063392",100,100,100,"1e-224"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.3829","ECIAI1_3918","VBIEscCol26572_3829","16767151","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","atpA","ATP synthase alpha chain (EC 3.6.3.14)",,,"19649318",100,100,98,"1e-289"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1533","ECIAI1_1552","VBIEscCol26572_1533","P31125","Escherichia coli (strain K12)","eamA","Permease of the drug/metabolite transporter (DMT) superfamily","the drug/metabolite transporter (dmt) superfamily.","2.A.7.3.2","10844694;15919996;16738553;8383113;9097039;9278503",89,99,99,"1e-148"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.3792","ECIAI1_3879","VBIEscCol26572_3792","P0A988","Escherichia coli (strain K12)","dnaN","DNA polymerase III beta subunit (EC 2.7.7.7)","'[(5R)-5-(2,3-dibromo-5-ethoxy-4-hydroxybenzyl)-4-oxo-2-thioxo-1,3-thiazolidin-3-yl]acetic acid'","Drug target",,100,100,100,"1e-209"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.1191","ECIAI1_1202","VBIEscCol26572_1191","c1633","Escherichia coli CFT073","dsbB","Periplasmic thiol:disulfide oxidoreductase DsbB, required for DsbA reoxidation",,"Virulence","19376849",100,100,98,"2e-100"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.3580","ECIAI1_3660","VBIEscCol26572_3580","110807348","Shigella sonnei Ss046","gadE","Transcriptional activator GadE",,,"15073317",100,100,100,"8e-96"
"BLAT","Antibiotic Resistance","CARD","Escherichia coli IAI1","fig|585034.5.peg.4082","ECIAI1_4201","VBIEscCol26572_4082","NP_312937.1","Escherichia coli O157:H7 str. Sakai","rpoB","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)",,"antibiotic resistant gene variant or mutant;rifampin resistance gene",,100,100,100,"0.0"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.14","ECIAI1_0016","VBIEscCol26572_0014","P0ACG4","Escherichia coli","mokC","hypothetical protein","the toxic hok/gef protein (hok/gef) family.","1.E.53.1.1","10361310;1630901;16738553;1943700;2693900;9278503",100,100,100,"6e-20"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.166","ECIAI1_0160","VBIEscCol26572_0166","SF660363_0094","Shigella flexneri 6603-63","degP","HtrA protease/chaperone protein",,"Chaperone;Cell-to-cell spread","17526712",100,100,99,"1e-266"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.3558","ECIAI1_3637","VBIEscCol26572_3558","P0AFJ7","Escherichia coli","pitA","Low-affinity inorganic phosphate transporter","the inorganic phosphate transporter (pit) family.","2.A.20.1.1","15919996;16738553;8041620;9278503",100,100,100,"1e-286"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1209",,"VBIEscCol26572_1209","P76017","Escherichia coli (strain K12)",,"Uncharacterized protein YcgV","the autotransporter-1 (at-1) family.","1.B.12.2.6",,74,100,99,"0.0"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.599","ECIAI1_0605","VBIEscCol26572_0599","P0ABP3","Escherichia coli","dcuC","C4-dicarboxylate transporter DcuC (TC 2.A.61.1.1)","the c4-dicarboxylate uptake c (dcuc) family.","2.A.61.1.1","10368146;15919996;16738553;8905232;8955408;9278503",100,100,100,"1e-255"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.2737","ECIAI1_2793","VBIEscCol26572_2737","P41052","Escherichia coli (strain K12)","mltB","Membrane-bound lytic murein transglycosylase B","Bulgecin A;Bicine","Drug target",,100,100,100,"1e-217"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.2029","ECIAI1_2057","VBIEscCol26572_2029","STM474_2081","Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74","yeeI","Protein MtfA",,"Virulence","17526851",87,87,87,"1e-123"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.2388","ECIAI1_2423","VBIEscCol26572_2388","S2559","Shigella flexneri 2a str. 2457T","vacJ","Outer-membrane-phospholipid-binding lipoprotein MlaA",,"Cell-to-cell spread","8145644",100,100,99,"1e-148"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.4399","ECIAI1_4535","VBIEscCol26572_4399","c5399","Escherichia coli CFT073","fimG","Protein FimG (regulates length and adhesion of type 1 fimbriae)",,"Virulence","12180926",100,100,98,"3e-88"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.4217","ECIAI1_4344","VBIEscCol26572_4217","SL1344_4230","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","eptA","Lipid A phosphoethanolamine transferase EptA/PmrC (EC 2.7.8.43)",,"Virulence","16518469",100,100,82,"1e-280"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.4234","ECIAI1_4363","VBIEscCol26572_4234","P39276","Escherichia coli (strain K12)","yjdL","Di-tripeptide/H+ symporter DtpC","the proton-dependent oligopeptide transporter (pot/ptr) family.","2.A.17.1.5","15919996;16738553;19703419;7610040;9278503",100,100,99,"1e-281"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1644","ECIAI1_1666","VBIEscCol26572_1644","Q47706","Escherichia coli","uidC","Glucuronide transport facilitator UidC","the outer membrane porin (opr) family.","1.B.25.1.5","15774881;16738553;9278503",98,100,99,"1e-246"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.2029","ECIAI1_2057","VBIEscCol26572_2029","16765336","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","yeeI","Protein MtfA",,,"17526851",87,87,87,"1e-123"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1845","ECIAI1_1874","VBIEscCol26572_1845","P69451","Escherichia coli","fadD","Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)","the fatty acid transporter (fat) family.","4.C.1.1.4","12034706;1460045;16738553;8107670;9097040;9278503",95,100,100,"1e-314"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.4479","ECIAI1_4613","VBIEscCol26572_4479","P24518","Salmonella typhimurium","nadR","NadR transcriptional regulator / Nicotinamide-nucleotide adenylyltransferase, NadR family (EC 2.7.7.1) / Ribosylnicotinamide kinase (EC 2.7.1.22)","the nicotinamide ribonucleoside (nr) uptake permease (pnuc) family.","4.B.1.1.1","11677609;1991723;2198247",99,99,94,"1e-232"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.4236","ECIAI1_4365","VBIEscCol26572_4236","16765878","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","cadB","Lysine/cadaverine antiporter membrane protein CadB",,,"17526851",99,99,90,"1e-236"
"BLAT","Virulence Factor","VFDB","Escherichia coli IAI1","fig|585034.5.peg.1061","ECIAI1_1073","VBIEscCol26572_1061","VFG000460","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","csgE","Curli production assembly/transport component CsgE",,"Adherence;Fimbrial",,81,82,92,"2e-52"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.930","ECIAI1_0944","VBIEscCol26572_0930","16764334","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","focA","Formate efflux transporter FocA",,,"16518469",100,100,95,"1e-161"
"BLAT","Drug Target","DrugBank","Escherichia coli IAI1","fig|585034.5.peg.3586","ECIAI1_3667","VBIEscCol26572_3586","P69908","Escherichia coli (strain K12)","gadA","Glutamate decarboxylase (EC 4.1.1.15)","Glutaric Acid","Drug target",,100,100,100,"1e-285"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.4236","ECIAI1_4365","VBIEscCol26572_4236","P0AAE8","Escherichia coli","cadB","Lysine/cadaverine antiporter membrane protein CadB","the amino acid-polyamine-organocation (apc) family.","2.A.3.2.2","1370290;1556085;15919996;16738553;7610040;9278503",100,100,100,"1e-258"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.421","ECIAI1_0427","VBIEscCol26572_0421","P77726","Escherichia coli (strain K12)","yajR","Inner membrane transport protein YajR","the major facilitator superfamily (mfs).","2.A.1.2.60",,94,100,98,"1e-240"
"BLAT","Virulence Factor","Victors","Escherichia coli IAI1","fig|585034.5.peg.3703","ECIAI1_3788","VBIEscCol26572_3703","15804159","Escherichia coli","yibD","UDP-glucuronate:LPS(HepIII) glycosyltransferase WaaH",,,"15528651",97,95,99,"1e-194"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2990","ECIAI1_3049","VBIEscCol26572_2990","Q8XGV9","Salmonella typhi",,"Substrate-specific component STY3230 of queuosine-regulated ECF transporter","the atp-binding cassette (abc) superfamily.","3.A.1.28.1","11677608;12644504",100,100,92,"8e-96"
"BLAT","Virulence Factor","PATRIC_VF","Escherichia coli IAI1","fig|585034.5.peg.2788",,"VBIEscCol26572_2788","SEN2763","Salmonella enterica subsp. enterica serovar Enteritidis str. P125109",,"RNA polymerase sigma factor RpoS",,"Virulence","19577637",70,99,100,"1e-127"
"BLAT","Virulence Factor","VFDB","Escherichia coli IAI1","fig|585034.5.peg.277","ECIAI1_0290","VBIEscCol26572_0277","VFG002417","Escherichia coli O157:H7 str. EDL933","yagV","CFA/I fimbrial chaperone",,"Adherence",,94,100,97,"1e-133"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.2663","ECIAI1_2718","VBIEscCol26572_2663","P0AC02","Escherichia coli","yfiO","Outer membrane beta-barrel assembly protein BamD","the outer membrane protein insertion porin (bam complex) (ompip) family.","1.B.33.1.3","11179681;12384590;12704152;15851030;16079137;16738553;1885529;2045357;2120198;9205837;9278503",100,100,100,"1e-140"
"BLAT","Transporter","TCDB","Escherichia coli IAI1","fig|585034.5.peg.1619","ECIAI1_1640","VBIEscCol26572_1619","P76173","Escherichia coli","ynfH","Anaerobic selenate reductase protein YnfH","the prokaryotic molybdopterin-containing oxidoreductase (pmo) family.","5.A.3.3.1","16738553;17218314;9097039;9278503",100,100,98,"1e-162"
